t,group,first_shot_rate,immun_gain,immun_loss,rel_inf_prob_mult,pS_mult,hosp_mult,dnh_mult,dh_mult
156,40-64,0,0,0,1,1,1,1,1
156,65+,0,0,0,1,1,1,1,1
157,0-19,0,0,0,1,1,1,1,1
157,20-39,0,0,0,1,1,1,1,1
157,40-64,0,0,0,1,1,1,1,1
157,65+,0,0,0,1,1,1,1,1
158,0-19,0,0,0,1,1,1,1,1
158,20-39,0,0,0,1,1,1,1,1
158,40-64,0,0,0,1,1,1,1,1
158,65+,0,0,0,1,1,1,1,1
159,0-19,0,0,0,1,1,1,1,1
159,20-39,0,0,0,1,1,1,1,1
159,40-64,0,0,0,1,1,1,1,1
159,65+,0,0,0,1,1,1,1,1
160,0-19,0,0,0,1,1,1,1,1
160,20-39,0,0,0,1,1,1,1,1
160,40-64,0,0,0,1,1,1,1,1
160,65+,0,0,0,1,1,1,1,1
161,0-19,0,0,0,1,1,1,1,1
161,20-39,0,0,0,1,1,1,1,1
161,40-64,0,0,0,1,1,1,1,1
161,65+,0,0,0,1,1,1,1,1
162,0-19,0,0,0,1,1,1,1,1
162,20-39,0,0,0,1,1,1,1,1
162,40-64,0,0,0,1,1,1,1,1
162,65+,0,0,0,1,1,1,1,1
163,0-19,0,0,0,1,1,1,1,1
163,20-39,0,0,0,1,1,1,1,1
163,40-64,0,0,0,1,1,1,1,1
163,65+,0,0,0,1,1,1,1,1
164,0-19,0,0,0,1,1,1,1,1
164,20-39,0,0,0,1,1,1,1,1
164,40-64,0,0,0,1,1,1,1,1
164,65+,0,0,0,1,1,1,1,1
165,0-19,0,0,0,1,1,1,1,1
165,20-39,0,0,0,1,1,1,1,1
165,40-64,0,0,0,1,1,1,1,1
165,65+,0,0,0,1,1,1,1,1
166,0-19,0,0,0,1,1,1,1,1
166,20-39,0,0,0,1,1,1,1,1
166,40-64,0,0,0,1,1,1,1,1
166,65+,0,0,0,1,1,1,1,1
167,0-19,0,0,0,1,1,1,1,1
167,20-39,0,0,0,1,1,1,1,1
167,40-64,0,0,0,1,1,1,1,1
167,65+,0,0,0,1,1,1,1,1
168,0-19,0,0,0,1,1,1,1,1
168,20-39,0,0,0,1,1,1,1,1
168,40-64,0,0,0,1,1,1,1,1
168,65+,0,0,0,1,1,1,1,1
169,0-19,0,0,0,1,1,1,1,1
169,20-39,0,0,0,1,1,1,1,1
169,40-64,0,0,0,1,1,1,1,1
169,65+,0,0,0,1,1,1,1,1
170,0-19,0,0,0,1,1,1,1,1
170,20-39,0,0,0,1,1,1,1,1
170,40-64,0,0,0,1,1,1,1,1
170,65+,0,0,0,1,1,1,1,1
171,0-19,0,0,0,1,1,1,1,1
171,20-39,0,0,0,1,1,1,1,1
171,40-64,0,0,0,1,1,1,1,1
171,65+,0,0,0,1,1,1,1,1
172,0-19,0,0,0,1,1,1,1,1
172,20-39,0,0,0,1,1,1,1,1
172,40-64,0,0,0,1,1,1,1,1
172,65+,0,0,0,1,1,1,1,1
173,0-19,0,0,0,1,1,1,1,1
173,20-39,0,0,0,1,1,1,1,1
173,40-64,0,0,0,1,1,1,1,1
173,65+,0,0,0,1,1,1,1,1
174,0-19,0,0,0,1,1,1,1,1
174,20-39,0,0,0,1,1,1,1,1
174,40-64,0,0,0,1,1,1,1,1
174,65+,0,0,0,1,1,1,1,1
175,0-19,0,0,0,1,1,1,1,1
175,20-39,0,0,0,1,1,1,1,1
175,40-64,0,0,0,1,1,1,1,1
175,65+,0,0,0,1,1,1,1,1
176,0-19,0,0,0,1,1,1,1,1
176,20-39,0,0,0,1,1,1,1,1
176,40-64,0,0,0,1,1,1,1,1
176,65+,0,0,0,1,1,1,1,1
177,0-19,0,0,0,1,1,1,1,1
177,20-39,0,0,0,1,1,1,1,1
177,40-64,0,0,0,1,1,1,1,1
177,65+,0,0,0,1,1,1,1,1
178,0-19,0,0,0,1,1,1,1,1
178,20-39,0,0,0,1,1,1,1,1
178,40-64,0,0,0,1,1,1,1,1
178,65+,0,0,0,1,1,1,1,1
179,0-19,0,0,0,1,1,1,1,1
179,20-39,0,0,0,1,1,1,1,1
179,40-64,0,0,0,1,1,1,1,1
179,65+,0,0,0,1,1,1,1,1
180,0-19,0,0,0,1,1,1,1,1
180,20-39,0,0,0,1,1,1,1,1
180,40-64,0,0,0,1,1,1,1,1
180,65+,0,0,0,1,1,1,1,1
181,0-19,0,0,0,1,1,1,1,1
181,20-39,0,0,0,1,1,1,1,1
181,40-64,0,0,0,1,1,1,1,1
181,65+,0,0,0,1,1,1,1,1
182,0-19,0,0,0,1,1,1,1,1
182,20-39,0,0,0,1,1,1,1,1
182,40-64,0,0,0,1,1,1,1,1
182,65+,0,0,0,1,1,1,1,1
183,0-19,0,0,0,1,1,1,1,1
183,20-39,0,0,0,1,1,1,1,1
183,40-64,0,0,0,1,1,1,1,1
183,65+,0,0,0,1,1,1,1,1
184,0-19,0,0,0,1,1,1,1,1
184,20-39,0,0,0,1,1,1,1,1
184,40-64,0,0,0,1,1,1,1,1
184,65+,0,0,0,1,1,1,1,1
185,0-19,0,0,0,1,1,1,1,1
185,20-39,0,0,0,1,1,1,1,1
185,40-64,0,0,0,1,1,1,1,1
185,65+,0,0,0,1,1,1,1,1
186,0-19,0,0,0,1,1,1,1,1
186,20-39,0,0,0,1,1,1,1,1
186,40-64,0,0,0,1,1,1,1,1
186,65+,0,0,0,1,1,1,1,1
187,0-19,0,0,0,1,1,1,1,1
187,20-39,0,0,0,1,1,1,1,1
187,40-64,0,0,0,1,1,1,1,1
187,65+,0,0,0,1,1,1,1,1
188,0-19,0,0,0,1,1,1,1,1
188,20-39,0,0,0,1,1,1,1,1
188,40-64,0,0,0,1,1,1,1,1
188,65+,0,0,0,1,1,1,1,1
189,0-19,0,0,0,1,1,1,1,1
189,20-39,0,0,0,1,1,1,1,1
189,40-64,0,0,0,1,1,1,1,1
189,65+,0,0,0,1,1,1,1,1
190,0-19,0,0,0,1,1,1,1,1
190,20-39,0,0,0,1,1,1,1,1
190,40-64,0,0,0,1,1,1,1,1
190,65+,0,0,0,1,1,1,1,1
191,0-19,0,0,0,1,1,1,1,1
191,20-39,0,0,0,1,1,1,1,1
191,40-64,0,0,0,1,1,1,1,1
191,65+,0,0,0,1,1,1,1,1
192,0-19,0,0,0,1,1,1,1,1
192,20-39,0,0,0,1,1,1,1,1
192,40-64,0,0,0,1,1,1,1,1
192,65+,0,0,0,1,1,1,1,1
193,0-19,0,0,0,1,1,1,1,1
193,20-39,0,0,0,1,1,1,1,1
193,40-64,0,0,0,1,1,1,1,1
193,65+,0,0,0,1,1,1,1,1
194,0-19,0,0,0,1,1,1,1,1
194,20-39,0,0,0,1,1,1,1,1
194,40-64,0,0,0,1,1,1,1,1
194,65+,0,0,0,1,1,1,1,1
195,0-19,0,0,0,1,1,1,1,1
195,20-39,0,0,0,1,1,1,1,1
195,40-64,0,0,0,1,1,1,1,1
195,65+,0,0,0,1,1,1,1,1
196,0-19,0,0,0,1,1,1,1,1
196,20-39,0,0,0,1,1,1,1,1
196,40-64,0,0,0,1,1,1,1,1
196,65+,0,0,0,1,1,1,1,1
197,0-19,0,0,0,1,1,1,1,1
197,20-39,0,0,0,1,1,1,1,1
197,40-64,0,0,0,1,1,1,1,1
197,65+,0,0,0,1,1,1,1,1
198,0-19,0,0,0,1,1,1,1,1
198,20-39,0,0,0,1,1,1,1,1
198,40-64,0,0,0,1,1,1,1,1
198,65+,0,0,0,1,1,1,1,1
199,0-19,0,0,0,1,1,1,1,1
199,20-39,0,0,0,1,1,1,1,1
199,40-64,0,0,0,1,1,1,1,1
199,65+,0,0,0,1,1,1,1,1
200,0-19,0,0,0,1,1,1,1,1
200,20-39,0,0,0,1,1,1,1,1
200,40-64,0,0,0,1,1,1,1,1
200,65+,0,0,0,1,1,1,1,1
201,0-19,0,0,0,1,1,1,1,1
201,20-39,0,0,0,1,1,1,1,1
201,40-64,0,0,0,1,1,1,1,1
201,65+,0,0,0,1,1,1,1,1
202,0-19,0,0,0,1,1,1,1,1
202,20-39,0,0,0,1,1,1,1,1
202,40-64,0,0,0,1,1,1,1,1
202,65+,0,0,0,1,1,1,1,1
203,0-19,0,0,0,1,1,1,1,1
203,20-39,0,0,0,1,1,1,1,1
203,40-64,0,0,0,1,1,1,1,1
203,65+,0,0,0,1,1,1,1,1
204,0-19,0,0,0,1,1,1,1,1
204,20-39,0,0,0,1,1,1,1,1
204,40-64,0,0,0,1,1,1,1,1
204,65+,0,0,0,1,1,1,1,1
205,0-19,0,0,0,1,1,1,1,1
205,20-39,0,0,0,1,1,1,1,1
205,40-64,0,0,0,1,1,1,1,1
205,65+,0,0,0,1,1,1,1,1
206,0-19,0,0,0,1,1,1,1,1
206,20-39,0,0,0,1,1,1,1,1
206,40-64,0,0,0,1,1,1,1,1
206,65+,0,0,0,1,1,1,1,1
207,0-19,0,0,0,1,1,1,1,1
207,20-39,0,0,0,1,1,1,1,1
207,40-64,0,0,0,1,1,1,1,1
207,65+,0,0,0,1,1,1,1,1
208,0-19,0,0,0,1,1,1,1,1
208,20-39,0,0,0,1,1,1,1,1
208,40-64,0,0,0,1,1,1,1,1
208,65+,0,0,0,1,1,1,1,1
209,0-19,0,0,0,1,1,1,1,1
209,20-39,0,0,0,1,1,1,1,1
209,40-64,0,0,0,1,1,1,1,1
209,65+,0,0,0,1,1,1,1,1
210,0-19,0,0,0,1,1,1,1,1
210,20-39,0,0,0,1,1,1,1,1
210,40-64,0,0,0,1,1,1,1,1
210,65+,0,0,0,1,1,1,1,1
211,0-19,0,0,0,1,1,1,1,1
211,20-39,0,0,0,1,1,1,1,1
211,40-64,0,0,0,1,1,1,1,1
211,65+,0,0,0,1,1,1,1,1
212,0-19,0,0,0,1,1,1,1,1
212,20-39,0,0,0,1,1,1,1,1
212,40-64,0,0,0,1,1,1,1,1
212,65+,0,0,0,1,1,1,1,1
213,0-19,0,0,0,1,1,1,1,1
213,20-39,0,0,0,1,1,1,1,1
213,40-64,0,0,0,1,1,1,1,1
213,65+,0,0,0,1,1,1,1,1
214,0-19,0,0,0,1,1,1,1,1
214,20-39,0,0,0,1,1,1,1,1
214,40-64,0,0,0,1,1,1,1,1
214,65+,0,0,0,1,1,1,1,1
215,0-19,0,0,0,1,1,1,1,1
215,20-39,0,0,0,1,1,1,1,1
215,40-64,0,0,0,1,1,1,1,1
215,65+,0,0,0,1,1,1,1,1
216,0-19,0,0,0,1,1,1,1,1
216,20-39,0,0,0,1,1,1,1,1
216,40-64,0,0,0,1,1,1,1,1
216,65+,0,0,0,1,1,1,1,1
217,0-19,0,0,0,1,1,1,1,1
217,20-39,0,0,0,1,1,1,1,1
217,40-64,0,0,0,1,1,1,1,1
217,65+,0,0,0,1,1,1,1,1
218,0-19,0,0,0,1,1,1,1,1
218,20-39,0,0,0,1,1,1,1,1
218,40-64,0,0,0,1,1,1,1,1
218,65+,0,0,0,1,1,1,1,1
219,0-19,0,0,0,1,1,1,1,1
219,20-39,0,0,0,1,1,1,1,1
219,40-64,0,0,0,1,1,1,1,1
219,65+,0,0,0,1,1,1,1,1
220,0-19,0,0,0,1,1,1,1,1
220,20-39,0,0,0,1,1,1,1,1
220,40-64,0,0,0,1,1,1,1,1
220,65+,0,0,0,1,1,1,1,1
221,0-19,0,0,0,1,1,1,1,1
221,20-39,0,0,0,1,1,1,1,1
221,40-64,0,0,0,1,1,1,1,1
221,65+,0,0,0,1,1,1,1,1
222,0-19,0,0,0,1,1,1,1,1
222,20-39,0,0,0,1,1,1,1,1
222,40-64,0,0,0,1,1,1,1,1
222,65+,0,0,0,1,1,1,1,1
223,0-19,0,0,0,1,1,1,1,1
223,20-39,0,0,0,1,1,1,1,1
223,40-64,0,0,0,1,1,1,1,1
223,65+,0,0,0,1,1,1,1,1
224,0-19,0,0,0,1,1,1,1,1
224,20-39,0,0,0,1,1,1,1,1
224,40-64,0,0,0,1,1,1,1,1
224,65+,0,0,0,1,1,1,1,1
225,0-19,0,0,0,1,1,1,1,1
225,20-39,0,0,0,1,1,1,1,1
225,40-64,0,0,0,1,1,1,1,1
225,65+,0,0,0,1,1,1,1,1
226,0-19,0,0,0,1,1,1,1,1
226,20-39,0,0,0,1,1,1,1,1
226,40-64,0,0,0,1,1,1,1,1
226,65+,0,0,0,1,1,1,1,1
227,0-19,0,0,0,1,1,1,1,1
227,20-39,0,0,0,1,1,1,1,1
227,40-64,0,0,0,1,1,1,1,1
227,65+,0,0,0,1,1,1,1,1
228,0-19,0,0,0,1,1,1,1,1
228,20-39,0,0,0,1,1,1,1,1
228,40-64,0,0,0,1,1,1,1,1
228,65+,0,0,0,1,1,1,1,1
229,0-19,0,0,0,1,1,1,1,1
229,20-39,0,0,0,1,1,1,1,1
229,40-64,0,0,0,1,1,1,1,1
229,65+,0,0,0,1,1,1,1,1
230,0-19,0,0,0,1,1,1,1,1
230,20-39,0,0,0,1,1,1,1,1
230,40-64,0,0,0,1,1,1,1,1
230,65+,0,0,0,1,1,1,1,1
231,0-19,0,0,0,1,1,1,1,1
231,20-39,0,0,0,1,1,1,1,1
231,40-64,0,0,0,1,1,1,1,1
231,65+,0,0,0,1,1,1,1,1
232,0-19,0,0,0,1,1,1,1,1
232,20-39,0,0,0,1,1,1,1,1
232,40-64,0,0,0,1,1,1,1,1
232,65+,0,0,0,1,1,1,1,1
233,0-19,0,0,0,1,1,1,1,1
233,20-39,0,0,0,1,1,1,1,1
233,40-64,0,0,0,1,1,1,1,1
233,65+,0,0,0,1,1,1,1,1
234,0-19,0,0,0,1,1,1,1,1
234,20-39,0,0,0,1,1,1,1,1
234,40-64,0,0,0,1,1,1,1,1
234,65+,0,0,0,1,1,1,1,1
235,0-19,0,0,0,1,1,1,1,1
235,20-39,0,0,0,1,1,1,1,1
235,40-64,0,0,0,1,1,1,1,1
235,65+,0,0,0,1,1,1,1,1
236,0-19,0,0,0,1,1,1,1,1
236,20-39,0,0,0,1,1,1,1,1
236,40-64,0,0,0,1,1,1,1,1
236,65+,0,0,0,1,1,1,1,1
237,0-19,0,0,0,1,1,1,1,1
237,20-39,0,0,0,1,1,1,1,1
237,40-64,0,0,0,1,1,1,1,1
237,65+,0,0,0,1,1,1,1,1
238,0-19,0,0,0,1,1,1,1,1
238,20-39,0,0,0,1,1,1,1,1
238,40-64,0,0,0,1,1,1,1,1
238,65+,0,0,0,1,1,1,1,1
239,0-19,0,0,0,1,1,1,1,1
239,20-39,0,0,0,1,1,1,1,1
239,40-64,0,0,0,1,1,1,1,1
239,65+,0,0,0,1,1,1,1,1
240,0-19,0,0,0,1,1,1,1,1
240,20-39,0,0,0,1,1,1,1,1
240,40-64,0,0,0,1,1,1,1,1
240,65+,0,0,0,1,1,1,1,1
241,0-19,0,0,0,1,1,1,1,1
241,20-39,0,0,0,1,1,1,1,1
241,40-64,0,0,0,1,1,1,1,1
241,65+,0,0,0,1,1,1,1,1
242,0-19,0,0,0,1,1,1,1,1
242,20-39,0,0,0,1,1,1,1,1
242,40-64,0,0,0,1,1,1,1,1
242,65+,0,0,0,1,1,1,1,1
243,0-19,0,0,0,1,1,1,1,1
243,20-39,0,0,0,1,1,1,1,1
243,40-64,0,0,0,1,1,1,1,1
243,65+,0,0,0,1,1,1,1,1
244,0-19,0,0,0,1,1,1,1,1
244,20-39,0,0,0,1,1,1,1,1
244,40-64,0,0,0,1,1,1,1,1
244,65+,0,0,0,1,1,1,1,1
245,0-19,0,0,0,1,1,1,1,1
245,20-39,0,0,0,1,1,1,1,1
245,40-64,0,0,0,1,1,1,1,1
245,65+,0,0,0,1,1,1,1,1
246,0-19,0,0,0,1,1,1,1,1
246,20-39,0,0,0,1,1,1,1,1
246,40-64,0,0,0,1,1,1,1,1
246,65+,0,0,0,1,1,1,1,1
247,0-19,0,0,0,1,1,1,1,1
247,20-39,0,0,0,1,1,1,1,1
247,40-64,0,0,0,1,1,1,1,1
247,65+,0,0,0,1,1,1,1,1
248,0-19,0,0,0,1,1,1,1,1
248,20-39,0,0,0,1,1,1,1,1
248,40-64,0,0,0,1,1,1,1,1
248,65+,0,0,0,1,1,1,1,1
249,0-19,0,0,0,1,1,1,1,1
249,20-39,0,0,0,1,1,1,1,1
249,40-64,0,0,0,1,1,1,1,1
249,65+,0,0,0,1,1,1,1,1
250,0-19,0,0,0,1,1,1,1,1
250,20-39,0,0,0,1,1,1,1,1
250,40-64,0,0,0,1,1,1,1,1
250,65+,0,0,0,1,1,1,1,1
251,0-19,0,0,0,1,1,1,1,1
251,20-39,0,0,0,1,1,1,1,1
251,40-64,0,0,0,1,1,1,1,1
251,65+,0,0,0,1,1,1,1,1
252,0-19,0,0,0,1,1,1,1,1
252,20-39,0,0,0,1,1,1,1,1
252,40-64,0,0,0,1,1,1,1,1
252,65+,0,0,0,1,1,1,1,1
253,0-19,0,0,0,1,1,1,1,1
253,20-39,0,0,0,1,1,1,1,1
253,40-64,0,0,0,1,1,1,1,1
253,65+,0,0,0,1,1,1,1,1
254,0-19,0,0,0,1,1,1,1,1
254,20-39,0,0,0,1,1,1,1,1
254,40-64,0,0,0,1,1,1,1,1
254,65+,0,0,0,1,1,1,1,1
255,0-19,0,0,0,1,1,1,1,1
255,20-39,0,0,0,1,1,1,1,1
255,40-64,0,0,0,1,1,1,1,1
255,65+,0,0,0,1,1,1,1,1
256,0-19,0,0,0,1,1,1,1,1
256,20-39,0,0,0,1,1,1,1,1
256,40-64,0,0,0,1,1,1,1,1
256,65+,0,0,0,1,1,1,1,1
257,0-19,0,0,0,1,1,1,1,1
257,20-39,0,0,0,1,1,1,1,1
257,40-64,0,0,0,1,1,1,1,1
257,65+,0,0,0,1,1,1,1,1
258,0-19,0,0,0,1,1,1,1,1
258,20-39,0,0,0,1,1,1,1,1
258,40-64,0,0,0,1,1,1,1,1
258,65+,0,0,0,1,1,1,1,1
259,0-19,0,0,0,1,1,1,1,1
259,20-39,0,0,0,1,1,1,1,1
259,40-64,0,0,0,1,1,1,1,1
259,65+,0,0,0,1,1,1,1,1
260,0-19,0,0,0,1,1,1,1,1
260,20-39,0,0,0,1,1,1,1,1
260,40-64,0,0,0,1,1,1,1,1
260,65+,0,0,0,1,1,1,1,1
261,0-19,0,0,0,1,1,1,1,1
261,20-39,0,0,0,1,1,1,1,1
261,40-64,0,0,0,1,1,1,1,1
261,65+,0,0,0,1,1,1,1,1
262,0-19,0,0,0,1,1,1,1,1
262,20-39,0,0,0,1,1,1,1,1
262,40-64,0,0,0,1,1,1,1,1
262,65+,0,0,0,1,1,1,1,1
263,0-19,0,0,0,1,1,1,1,1
263,20-39,0,0,0,1,1,1,1,1
263,40-64,0,0,0,1,1,1,1,1
263,65+,0,0,0,1,1,1,1,1
264,0-19,0,0,0,1,1,1,1,1
264,20-39,0,0,0,1,1,1,1,1
264,40-64,0,0,0,1,1,1,1,1
264,65+,0,0,0,1,1,1,1,1
265,0-19,0,0,0,1,1,1,1,1
265,20-39,0,0,0,1,1,1,1,1
265,40-64,0,0,0,1,1,1,1,1
265,65+,0,0,0,1,1,1,1,1
266,0-19,0,0,0,1,1,1,1,1
266,20-39,0,0,0,1,1,1,1,1
266,40-64,0,0,0,1,1,1,1,1
266,65+,0,0,0,1,1,1,1,1
267,0-19,0,0,0,1,1,1,1,1
267,20-39,0,0,0,1,1,1,1,1
267,40-64,0,0,0,1,1,1,1,1
267,65+,0,0,0,1,1,1,1,1
268,0-19,0,0,0,1,1,1,1,1
268,20-39,0,0,0,1,1,1,1,1
268,40-64,0,0,0,1,1,1,1,1
268,65+,0,0,0,1,1,1,1,1
269,0-19,0,0,0,1,1,1,1,1
269,20-39,0,0,0,1,1,1,1,1
269,40-64,0,0,0,1,1,1,1,1
269,65+,0,0,0,1,1,1,1,1
270,0-19,0,0,0,1,1,1,1,1
270,20-39,0,0,0,1,1,1,1,1
270,40-64,0,0,0,1,1,1,1,1
270,65+,0,0,0,1,1,1,1,1
271,0-19,0,0,0,1,1,1,1,1
271,20-39,0,0,0,1,1,1,1,1
271,40-64,0,0,0,1,1,1,1,1
271,65+,0,0,0,1,1,1,1,1
272,0-19,0,0,0,1,1,1,1,1
272,20-39,0,0,0,1,1,1,1,1
272,40-64,0,0,0,1,1,1,1,1
272,65+,0,0,0,1,1,1,1,1
273,0-19,0,0,0,1,1,1,1,1
273,20-39,0,0,0,1,1,1,1,1
273,40-64,0,0,0,1,1,1,1,1
273,65+,0,0,0,1,1,1,1,1
274,0-19,0,0,0,1,1,1,1,1
274,20-39,0,0,0,1,1,1,1,1
274,40-64,0,0,0,1,1,1,1,1
274,65+,0,0,0,1,1,1,1,1
275,0-19,0,0,0,1,1,1,1,1
275,20-39,0,0,0,1,1,1,1,1
275,40-64,0,0,0,1,1,1,1,1
275,65+,0,0,0,1,1,1,1,1
276,0-19,0,0,0,1,1,1,1,1
276,20-39,0,0,0,1,1,1,1,1
276,40-64,0,0,0,1,1,1,1,1
276,65+,0,0,0,1,1,1,1,1
277,0-19,0,0,0,1,1,1,1,1
277,20-39,0,0,0,1,1,1,1,1
277,40-64,0,0,0,1,1,1,1,1
277,65+,0,0,0,1,1,1,1,1
278,0-19,0,0,0,1,1,1,1,1
278,20-39,0,0,0,1,1,1,1,1
278,40-64,0,0,0,1,1,1,1,1
278,65+,0,0,0,1,1,1,1,1
279,0-19,0,0,0,1,1,1,1,1
279,20-39,0,0,0,1,1,1,1,1
279,40-64,0,0,0,1,1,1,1,1
279,65+,0,0,0,1,1,1,1,1
280,0-19,0,0,0,1,1,1,1,1
280,20-39,0,0,0,1,1,1,1,1
280,40-64,0,0,0,1,1,1,1,1
280,65+,0,0,0,1,1,1,1,1
281,0-19,0,0,0,1,1,1,1,1
281,20-39,0,0,0,1,1,1,1,1
281,40-64,0,0,0,1,1,1,1,1
281,65+,0,0,0,1,1,1,1,1
282,0-19,0,0,0,1,1,1,1,1
282,20-39,0,0,0,1,1,1,1,1
282,40-64,0,0,0,1,1,1,1,1
282,65+,0,0,0,1,1,1,1,1
283,0-19,0,0,0,1,1,1,1,1
283,20-39,0,0,0,1,1,1,1,1
283,40-64,0,0,0,1,1,1,1,1
283,65+,0,0,0,1,1,1,1,1
284,0-19,0,0,0,1,1,1,1,1
284,20-39,0,0,0,1,1,1,1,1
284,40-64,0,0,0,1,1,1,1,1
284,65+,0,0,0,1,1,1,1,1
285,0-19,0,0,0,1,1,1,1,1
285,20-39,0,0,0,1,1,1,1,1
285,40-64,0,0,0,1,1,1,1,1
285,65+,0,0,0,1,1,1,1,1
286,0-19,0,0,0,1,1,1,1,1
286,20-39,0,0,0,1,1,1,1,1
286,40-64,0,0,0,1,1,1,1,1
286,65+,0,0,0,1,1,1,1,1
287,0-19,0,0,0,1,1,1,1,1
287,20-39,0,0,0,1,1,1,1,1
287,40-64,0,0,0,1,1,1,1,1
287,65+,0,0,0,1,1,1,1,1
288,0-19,0,0,0,1,1,1,1,1
288,20-39,0,0,0,1,1,1,1,1
288,40-64,0,0,0,1,1,1,1,1
288,65+,0,0,0,1,1,1,1,1
289,0-19,0,0,0,1,1,1,1,1
289,20-39,0,0,0,1,1,1,1,1
289,40-64,0,0,0,1,1,1,1,1
289,65+,0,0,0,1,1,1,1,1
290,0-19,0,0,0,1,1,1,1,1
290,20-39,0,0,0,1,1,1,1,1
290,40-64,0,0,0,1,1,1,1,1
290,65+,0,0,0,1,1,1,1,1
291,0-19,0,0,0,1,1,1,1,1
291,20-39,0,0,0,1,1,1,1,1
291,40-64,0,0,0,1,1,1,1,1
291,65+,0,0,0,1,1,1,1,1
292,0-19,0,0,0,1,1,1,1,1
292,20-39,0,0,0,1,1,1,1,1
292,40-64,0,0,0,1,1,1,1,1
292,65+,0,0,0,1,1,1,1,1
293,0-19,0,0,0,1,1,1,1,1
293,20-39,0,0,0,1,1,1,1,1
293,40-64,0,0,0,1,1,1,1,1
293,65+,0,0,0,1,1,1,1,1
294,0-19,0,0,0,1,1,1,1,1
294,20-39,0,0,0,1,1,1,1,1
294,40-64,0,0,0,1,1,1,1,1
294,65+,0,0,0,1,1,1,1,1
295,0-19,0,0,0,1,1,1,1,1
295,20-39,0,0,0,1,1,1,1,1
295,40-64,0,0,0,1,1,1,1,1
295,65+,0,0,0,1,1,1,1,1
296,0-19,0,0,0,1,1,1,1,1
296,20-39,0,0,0,1,1,1,1,1
296,40-64,0,0,0,1,1,1,1,1
296,65+,0,0,0,1,1,1,1,1
297,0-19,0,0,0,1,1,1,1,1
297,20-39,0,0,0,1,1,1,1,1
297,40-64,0,0,0,1,1,1,1,1
297,65+,0,0,0,1,1,1,1,1
298,0-19,0,0,0,1,1,1,1,1
298,20-39,0,0,0,1,1,1,1,1
298,40-64,0,0,0,1,1,1,1,1
298,65+,0,0,0,1,1,1,1,1
299,0-19,0,0,0,1,1,1,1,1
299,20-39,0,0,0,1,1,1,1,1
299,40-64,0,0,0,1,1,1,1,1
299,65+,0,0,0,1,1,1,1,1
300,0-19,0,0,0,1,1,1,1,1
300,20-39,0,0,0,1,1,1,1,1
300,40-64,0,0,0,1,1,1,1,1
300,65+,0,0,0,1,1,1,1,1
301,0-19,0,0,0,1,1,1,1,1
301,20-39,0,0,0,1,1,1,1,1
301,40-64,0,0,0,1,1,1,1,1
301,65+,0,0,0,1,1,1,1,1
302,0-19,0,0,0,1,1,1,1,1
302,20-39,0,0,0,1,1,1,1,1
302,40-64,0,0,0,1,1,1,1,1
302,65+,0,0,0,1,1,1,1,1
303,0-19,0,0,0,1,1,1,1,1
303,20-39,0,0,0,1,1,1,1,1
303,40-64,0,0,0,1,1,1,1,1
303,65+,0,0,0,1,1,1,1,1
304,0-19,0,0,0,1,1,1,1,1
304,20-39,0,0,0,1,1,1,1,1
304,40-64,0,0,0,1,1,1,1,1
304,65+,0,0,0,1,1,1,1,1
305,0-19,0,0,0,1,1,1,1,1
305,20-39,0,0,0,1,1,1,1,1
305,40-64,0,0,0,1,1,1,1,1
305,65+,0,0,0,1,1,1,1,1
306,0-19,0,0,0,1,1,1,1,1
306,20-39,0,0,0,1,1,1,1,1
306,40-64,0,0,0,1,1,1,1,1
306,65+,0,0,0,1,1,1,1,1
307,0-19,0,0,0,1,1,1,1,1
307,20-39,0,0,0,1,1,1,1,1
307,40-64,0,0,0,1,1,1,1,1
307,65+,0,0,0,1,1,1,1,1
308,0-19,0,0,0,1,1,1,1,1
308,20-39,0,0,0,1,1,1,1,1
308,40-64,0,0,0,1,1,1,1,1
308,65+,0,0,0,1,1,1,1,1
309,0-19,0,0,0,1,1,1,1,1
309,20-39,0,0,0,1,1,1,1,1
309,40-64,0,0,0,1,1,1,1,1
309,65+,0,0,0,1,1,1,1,1
310,0-19,0,0,0,1,1,1,1,1
310,20-39,0,0,0,1,1,1,1,1
310,40-64,0,0,0,1,1,1,1,1
310,65+,0,0,0,1,1,1,1,1
311,0-19,0,0,0,1,1,1,1,1
311,20-39,0,0,0,1,1,1,1,1
311,40-64,0,0,0,1,1,1,1,1
311,65+,0,0,0,1,1,1,1,1
312,0-19,0,0,0,1,1,1,1,1
312,20-39,0,0,0,1,1,1,1,1
312,40-64,0,0,0,1,1,1,1,1
312,65+,0,0,0,1,1,1,1,1
313,0-19,0,0,0,1,1,1,1,1
313,20-39,0,0,0,1,1,1,1,1
313,40-64,0,0,0,1,1,1,1,1
313,65+,0,0,0,1,1,1,1,1
314,0-19,0,0,0,1,1,1,1,1
314,20-39,0,0,0,1,1,1,1,1
314,40-64,0,0,0,1,1,1,1,1
314,65+,0,0,0,1,1,1,1,1
315,0-19,0,0,0,1,1,1,1,1
315,20-39,0,0,0,1,1,1,1,1
315,40-64,0,0,0,1,1,1,1,1
315,65+,0,0,0,1,1,1,1,1
316,0-19,0,0,0,1,1,1,1,1
316,20-39,0,0,0,1,1,1,1,1
